78.9141090547	39.1597068236
78.2690021128	39.2474894694
77.9122457922	37.585967558
77.8321340218	37.5741474954
77.8026415216	37.6852632113
77.7959784793	37.6843903148
77.8082670339	37.6273966987
77.5343848817	37.5798388311
76.9778629503	37.6531356488
76.9858793836	37.6932104605
75.8422373566	37.8236324542
75.8656350379	37.9316724776
74.9891446516	38.0461557411
75.0909685483	38.5432950193
75.3811843429	40.010243429
75.3365734687	40.0166120885
75.3231756463	39.9602525371
73.3691606782	40.1550038842
73.5154009596	40.854535991
73.5127058549	40.8433713589
72.5069534703	40.9427052288
72.3815840271	40.48632598
72.0423167275	40.4299938667
71.381464223	40.5238086191
71.3679927446	40.4676918228
70.3492189689	40.5690652728
70.3133657164	40.4380383959
70.04763032	39.2808654354
69.1782306461	39.1338225795
69.1221310025	39.4889186262
68.85519691	40.5691698423
66.8456160659	40.2347543866
66.8336404484	40.2780334575
65.1274292558	39.9931619029
65.1668163231	40.1825635532
65.5227263472	41.8376968287
65.5229714163	41.837667014
65.8053886818	43.1616452162
65.9128022802	43.6579250763
65.9127823441	43.6579269553
65.922036634	43.7005902868
65.9486153207	43.8233910041
65.9486724265	43.8233843269
66.0249776188	44.1751599626
66.9426932385	44.2815474358
66.9453423945	44.2693071898
67.779521171	44.3734761715
67.5417184332	45.2558783133
68.6027153998	45.3963737644
68.5878814441	45.4531650959
69.7019622734	45.5892945386
69.6880557634	45.6469587853
70.5657441117	45.7456199773
70.5619844495	45.7600643796
71.4744564462	45.8709750697
71.439893163	45.9933034998
72.5177702097	46.134499758
72.5027077718	46.1913026249
73.4037929499	46.2999917182
73.2853811687	46.7137473381
74.3784319524	46.8554128979
74.3631027047	46.9123457119
75.2848957421	47.0221334064
75.2558564307	47.1703970396
76.3493513343	47.3108881767
76.3340245377	47.3674197
77.4889805399	47.5036453653
77.4746303075	47.5612865606
78.5386495719	47.676031974
78.5890269297	47.4523286774
79.2256466572	47.5274580921
79.1389929362	47.8080062898
79.1512896645	47.8065658153
79.1743881597	47.9136861017
79.2398623888	48.1980465678
80.151782084	48.3136153381
80.1359475073	48.3705700902
80.9127013996	48.4606574415
81.3394953955	48.4113367228
81.3485698585	48.4540600567
81.3761443972	48.5733240259
81.6233693313	48.5994461707
82.461819008	48.5291598606
82.4625514915	48.5260455942
82.4778543296	48.5278156373
83.4146068376	48.4492887095
83.4824290036	48.7720759168
85.3556413615	49.0453048905
85.338702375	49.1032191176
86.4189847558	49.2158100482
86.4547413398	49.0600976962
87.3599516132	49.1635258862
87.3539658948	49.2225372332
88.4797949685	49.3394604963
88.9477190025	47.1673538628
88.9471192604	47.1672884403
89.353193738	45.3486754587
89.3536174182	45.3487234626
89.3834675464	45.213093579
89.3901383643	45.1832181825
89.3900450144	45.1832075696
89.7903682476	43.3642608252
89.7911557407	43.3643536977
89.816382928	43.246058047
89.826686197	43.1992431334
89.8263743312	43.1992062312
90.2499504828	41.2129675033
89.2735213066	41.0927866069
89.2490863069	41.2009645866
87.2398484253	40.8686929108
87.186520158	41.0743325697
86.1973977115	40.910018318
86.312003466	40.3696920566
85.9599735861	40.3256359342
85.7592353008	40.3542371579
85.7459800634	40.2988548983
85.3446835511	40.2486331152
85.3205454626	40.3565858767
84.7480342782	40.2604886735
84.6898537657	40.2682745331
84.6851647224	40.2499358867
83.8698940207	40.1130909893
83.5750884395	40.1552210992
83.600995643	40.2640452589
83.2655423792	40.2971481295
83.2397635927	40.3966602062
82.8742023734	40.3357659608
82.6385613668	40.3590192559
82.6221032079	40.2937719318
81.3413272958	40.0804235824
81.4053033797	39.7917562405
80.3015656541	39.6060987795
80.3087728953	39.5716384481
79.5396569227	39.4739208647
79.3747711149	39.497693237
79.3076374968	39.2132844264
78.9141090547	39.1597068236
